protein,drug
hsa:5743,DB00554
hsa:5743,DB00861
hsa:5743,DB01009
hsa:5743,DB00328
hsa:5743,DB00784
hsa:5743,DBSALT000496
hsa:5743,D00169
hsa:5743,DB00316
hsa:5743,DB00749
hsa:5743,DB00712
hsa:5743,DB00244
hsa:5743,DB00461
hsa:5743,DB01138
hsa:5743,DB00870
hsa:5743,DB00991
hsa:5743,DB00812
hsa:5743,DB01398
hsa:5743,DB00482
hsa:5743,DB00533
hsa:5743,DB14006
hsa:5743,DBSALT001045
hsa:5743,DB01397
hsa:5743,DBSALT000864
hsa:5743,DBSALT000466
hsa:5743,DB00573
hsa:5743,DB00814
hsa:5743,DBSALT000949
hsa:5743,D01122
hsa:5743,DB09216
hsa:5743,DB01600
hsa:5743,DBSALT001147
hsa:5743,D01397
hsa:5743,DB14938
hsa:5743,DB13314
hsa:5743,DB06737
hsa:5743,D01565
hsa:5743,DB13514
hsa:5743,DB13783
hsa:5743,D01709
hsa:5743,D01718
hsa:5743,D01765
hsa:5743,DB00469
hsa:5743,DB08797
hsa:5743,DB06725
hsa:5743,D01974
hsa:5743,D02110
hsa:5743,D02290
hsa:5743,DB00939
hsa:5743,D02350
hsa:5743,DB00500
hsa:5743,DB00580
hsa:5743,DB11395
hsa:5743,DB01628
hsa:5743,DB09217
hsa:5743,DB01283
hsa:5743,D03716
hsa:5743,D03717
hsa:5747,DB00619
hsa:5754,DB00619
hsa:5754,DB00317
hsa:5754,DB06626
hsa:5754,DB06616
hsa:5754,D03350
hsa:5754,DBSALT000064
hsa:5754,DB01259
hsa:5754,DB12682
hsa:57665,DB00806
hsa:58190,DB00864
hsa:58190,DB00091
hsa:5831,DB00172
hsa:5834,DB00131
hsa:5836,DB00131
hsa:5837,DB00131
hsa:586,DB00161
hsa:586,DB00167
hsa:586,DB00996
hsa:5860,D00002
hsa:587,DB00167
hsa:587,DB00996
hsa:590,DB00677
hsa:590,DB00981
hsa:590,DB00944
hsa:590,DB00843
hsa:590,DB00527
hsa:590,DB11473
hsa:590,DB00392
hsa:590,DB01101
hsa:590,DB01057
hsa:590,D02729
hsa:590,DB00989
hsa:5972,DB09026
hsa:5972,DB03395
hsa:5972,D03741
hsa:5972,D03743
hsa:5972,D03745
hsa:5979,DB00619
hsa:5979,DB00317
hsa:5979,DB06626
hsa:5979,DB06616
hsa:5979,D03350
hsa:5979,DBSALT000064
hsa:5979,DB01259
hsa:5979,DB12682
hsa:6098,DB00619
hsa:6098,DB00317
hsa:6098,DB06626
hsa:6098,DB06616
hsa:6098,D03350
hsa:6098,DBSALT000064
hsa:6098,DB01259
hsa:6098,DB12682
hsa:613,DB00619
hsa:6240,DB01073
hsa:6240,DB00441
hsa:6240,DB00746
hsa:6241,DB00746
hsa:6259,DB00619
hsa:6259,DB00317
hsa:6259,DB06626
hsa:6259,DB06616
hsa:6259,D03350
hsa:6259,DBSALT000064
hsa:6259,DB01259
hsa:6259,DB12682
hsa:6300,D01840
hsa:6300,D03115
hsa:6300,DB03044
hsa:63036,DB00677
hsa:63036,DB00513
hsa:635,DB04272
hsa:63904,DB00864
hsa:63904,DB00091
hsa:64087,DB00121
hsa:6416,DB00619
hsa:64499,DB00677
hsa:64499,DB00513
hsa:645,DB00140
hsa:64600,DB01101
hsa:64802,D00002
hsa:64816,DB00553
hsa:64816,DB00404
hsa:64816,DB01124
hsa:64816,DB00726
hsa:64816,DB01011
hsa:64816,DB01115
hsa:64816,DB00201
hsa:64816,DB01159
hsa:64816,DB00357
hsa:64816,DB01217
hsa:64816,DB01006
hsa:64816,DB01355
hsa:64816,DB01601
hsa:64816,D02451
hsa:64816,DB00746
hsa:64816,D03778
hsa:64816,D03781
hsa:64816,D03784
hsa:64850,DB00996
hsa:64902,DB00996
hsa:657,DB00619
hsa:658,DB00619
hsa:660,DB00619
hsa:6609,DB00235
hsa:6609,DB00806
hsa:6609,DB00201
hsa:6610,DB00235
hsa:6610,DB00806
hsa:6610,DB00201
hsa:6646,DB00973
hsa:6646,DB06442
hsa:6646,D03734
hsa:6646,D03735
hsa:6652,D00002
hsa:670,DB01101
hsa:6713,DB00857
hsa:6714,DB00619
hsa:6716,DB00548
hsa:6725,DB00619
hsa:6768,DB00677
hsa:6768,DB00513
hsa:6799,DB00316
hsa:6799,DB00350
hsa:683,DB02701
hsa:686,DB00121
hsa:6897,DB00156
hsa:6898,DB00120
hsa:6898,DB00996
hsa:695,DB00619
hsa:7006,DB00619
hsa:7010,DB00619
hsa:7010,DB00317
hsa:7010,DB06626
hsa:7010,DB06616
hsa:7010,D03350
hsa:7010,DBSALT000064
hsa:7010,DB01259
hsa:7010,DB12682
hsa:7015,DB00529
hsa:7015,D02267
hsa:7046,DB00619
hsa:7054,DB00120
hsa:7054,DB00765
hsa:7075,DB00619
hsa:7075,DB00317
hsa:7075,DB06626
hsa:7075,DB06616
hsa:7075,D03350
hsa:7075,DBSALT000064
hsa:7075,DB01259
hsa:7075,DB12682
hsa:7083,DB00544
hsa:7084,DB00544
hsa:7150,DBSALT001805
hsa:7150,D01432
hsa:7150,D01911
hsa:7150,D02168
hsa:7150,DB11617
hsa:7150,DB06159
hsa:7153,DB00773
hsa:7153,DB00779
hsa:7153,DB00537
hsa:7153,D01264
hsa:7153,D01275
hsa:7153,D01747
hsa:7153,DB11616
hsa:7153,D01911
hsa:7153,DBSALT000121
hsa:7153,D02214
hsa:7153,DB00276
hsa:7153,D02333
hsa:7153,DB00444
hsa:7153,DB11617
hsa:7153,DB00997
hsa:7155,DB00773
hsa:7155,DB00779
hsa:7155,DB00537
hsa:7155,D01264
hsa:7155,D01275
hsa:7155,D01747
hsa:7155,DB11616
hsa:7155,D01911
hsa:7155,DBSALT000121
hsa:7155,D02214
hsa:7155,DB00276
hsa:7155,D02333
hsa:7155,DB00444
hsa:7155,DB11617
hsa:7155,DB00997
hsa:7156,DBSALT001805
hsa:7156,D01432
hsa:7156,D01911
hsa:7156,D02168
hsa:7156,DB11617
hsa:7156,DB06159
hsa:7172,DB00244
hsa:7173,DB00763
hsa:7173,DB00550
hsa:7174,DB00677
hsa:7174,DB00513
hsa:7294,DB00619
hsa:7297,DB00619
hsa:7298,DB00544
hsa:7298,DB00293
hsa:7298,D01211
hsa:7298,DB01101
hsa:7298,DB00441
hsa:7298,D03828
hsa:7298,DB00322
hsa:7299,DB00548
hsa:7301,DB00619
hsa:7301,DB00317
hsa:7301,DB06626
hsa:7301,DB06616
hsa:7301,D03350
hsa:7301,DBSALT000064
hsa:7301,DB01259
hsa:7301,DB12682
hsa:7363,DBSALT000426
hsa:7364,DBSALT000426
hsa:7365,DBSALT000426
hsa:7366,DBSALT000426
hsa:7367,DBSALT000426
hsa:7371,DB04272
hsa:7372,DB00544
hsa:7378,DB00544
hsa:7453,DB00763
hsa:7453,DB00550
hsa:7498,DB03147
hsa:7498,DB00437
hsa:7525,DB00619
hsa:7535,DB00619
hsa:759,DB00819
hsa:759,DB01119
hsa:759,DB00999
hsa:759,DB01144
hsa:759,DB00880
hsa:759,DB00909
hsa:759,DB00436
hsa:759,DB00562
hsa:759,DB01194
hsa:759,DBSALT000931
hsa:759,DB00774
hsa:759,DB00703
hsa:759,DB00232
hsa:759,DB01021
hsa:759,DB01031
hsa:759,DB01202
hsa:759,DBSALT000539
hsa:759,DB00606
hsa:759,DB00661
hsa:759,DB00311
hsa:759,D03845
hsa:760,DB00819
hsa:760,DB01119
hsa:760,DB00999
hsa:760,DB01144
hsa:760,DB00880
hsa:760,DB00273
hsa:760,DB00909
hsa:760,DB00436
hsa:760,DB00562
hsa:760,DB01194
hsa:760,DBSALT000931
hsa:760,DB00774
hsa:760,DB00703
hsa:760,DB00232
hsa:760,DB01021
hsa:760,DB01031
hsa:760,DBSALT000539
hsa:760,DB00606
hsa:760,D03845
hsa:761,DB00819
hsa:761,DB00999
hsa:761,DB01144
hsa:761,DB00880
hsa:761,DB00909
hsa:761,DB01194
hsa:761,DBSALT000931
hsa:761,DB00703
hsa:761,DBSALT000539
hsa:761,D03845
hsa:762,DB00819
hsa:762,DB01119
hsa:762,DB00999
hsa:762,DB01144
hsa:762,DB00880
hsa:762,DB00273
hsa:762,DB00909
hsa:762,DB00436
hsa:762,DB00562
hsa:762,DB01194
hsa:762,DBSALT000931
hsa:762,DB00774
hsa:762,DB00703
hsa:762,DB00232
hsa:762,DB01021
hsa:762,DBSALT000539
hsa:762,DB00606
hsa:762,D03845
hsa:763,DB00819
hsa:763,DB00999
hsa:763,DB01144
hsa:763,DB00880
hsa:763,DB00909
hsa:763,DB01194
hsa:763,DBSALT000931
hsa:763,DB00703
hsa:763,DBSALT000539
hsa:763,D03845
hsa:765,DB00819
hsa:765,DB00999
hsa:765,DB01144
hsa:765,DB00880
hsa:765,DB00909
hsa:765,DB01194
hsa:765,DBSALT000931
hsa:765,DB00703
hsa:765,DBSALT000539
hsa:765,D03845
hsa:766,DB00819
hsa:766,DB00999
hsa:766,DB01144
hsa:766,DB00880
hsa:766,DB00909
hsa:766,DB01194
hsa:766,DBSALT000931
hsa:766,DB00703
hsa:766,DBSALT000539
hsa:766,D03845
hsa:767,DB00819
hsa:767,DB00999
hsa:767,DB01144
hsa:767,DB00880
hsa:767,DB00909
hsa:767,DB01194
hsa:767,DBSALT000931
hsa:767,DB00703
hsa:767,DBSALT000539
hsa:767,D03845
hsa:768,DB00819
hsa:768,DB00999
hsa:768,DB01144
hsa:768,DB00880
hsa:768,DB00909
hsa:768,DB01194
hsa:768,DBSALT000931
hsa:768,DB00703
hsa:768,DBSALT000539
hsa:768,D03845
hsa:771,DB00819
hsa:771,DB00999
hsa:771,DB01144
hsa:771,DB00880
hsa:771,DB00909
hsa:771,DB01194
hsa:771,DBSALT000931
hsa:771,DB00703
hsa:771,DBSALT000539
hsa:771,D03845
hsa:780,DB00619
hsa:780,DB00317
hsa:780,DB06626
hsa:780,DB06616
hsa:780,D03350
hsa:780,DBSALT000064
hsa:780,DB01259
hsa:780,DB12682
hsa:79001,DB00170
hsa:79001,DB00266
hsa:7957,DB00864
hsa:7957,DB00091
hsa:79799,DBSALT000426
hsa:80339,DB01101
hsa:80339,DB01083
hsa:80824,DB00864
hsa:80824,DB00091
hsa:81579,DB01101
hsa:8192,DB00677
hsa:8192,DB00513
hsa:8288,DB00936
hsa:8288,DB00316
hsa:8288,DB00550
hsa:8288,DB00255
hsa:8288,DB00746
hsa:834,DB00859
hsa:8398,DB01101
hsa:8399,DB01101
hsa:84152,DB00864
hsa:84152,DB00091
hsa:84171,DB00477
hsa:8435,DB00973
hsa:8435,DB06442
hsa:8435,D03734
hsa:8435,D03735
hsa:84532,DB00131
hsa:84618,DB00806
hsa:84695,DB00477
hsa:84706,DB00996
hsa:84812,DB00235
hsa:84812,DB00806
hsa:84812,DB00201
hsa:8513,DB01101
hsa:8513,DB01083
hsa:8529,DB00553
hsa:8529,DB00404
hsa:8529,DB01124
hsa:8529,DB00726
hsa:8529,DB01011
hsa:8529,DB01115
hsa:8529,DB00201
hsa:8529,DB01159
hsa:8529,DB00357
hsa:8529,DB01355
hsa:8529,DB00746
hsa:85313,DB00864
hsa:8555,DB00864
hsa:8555,DB00091
hsa:8556,DB00864
hsa:8556,DB00091
hsa:8558,DBSALT000800
hsa:8622,DB01223
hsa:8622,DB01427
hsa:8622,DB00277
hsa:8622,DB00235
hsa:8622,DB00806
hsa:8622,DB00201
hsa:8622,DB00651
hsa:8622,DB11450
hsa:8622,D01198
hsa:8622,DB12082
hsa:8622,DB03849
hsa:8622,D01712
hsa:8622,DB00820
hsa:8622,DB01303
hsa:8622,D02042
hsa:8622,DBSALT000347
hsa:8622,D02655
hsa:8622,D02731
hsa:8622,DB06237
hsa:8622,D03260
hsa:8654,DB04272
hsa:8654,DB01223
hsa:8654,DB01427
hsa:8654,DB00277
hsa:8654,DB00235
hsa:8654,DB00806
hsa:8654,DB00201
hsa:8654,DB11450
hsa:8654,D01198
hsa:8654,DB12082
hsa:8654,DB03849
hsa:8654,D01712
hsa:8654,DB00820
hsa:8654,DB01303
hsa:8654,D02042
hsa:8654,DBSALT000347
hsa:8654,D02655
hsa:8654,D02731
hsa:8654,DB06237
hsa:8654,D03260
hsa:8836,DB00158
hsa:8854,DB00755
hsa:8940,DBSALT001805
hsa:8940,D01432
hsa:8940,D01911
hsa:8940,D02168
hsa:8940,DB11617
hsa:8940,DB06159
hsa:8972,DB00284
hsa:8972,DB00491
hsa:8972,DB04878
hsa:8972,D03433
hsa:90,DB00619
hsa:9023,DB00553
hsa:9023,DB00404
hsa:9023,DB01124
hsa:9023,DB00726
hsa:9023,DB01011
hsa:9023,DB01115
hsa:9023,DB00201
hsa:9023,DB01159
hsa:9023,DB00357
hsa:9023,DB01355
hsa:9023,DB00746
hsa:9088,DB00619
hsa:91,DB00619
hsa:91039,DB00677
hsa:9150,DB00864
hsa:9150,DB00091
hsa:93,DB00619
hsa:93650,D00103
hsa:9388,DB01101
hsa:9388,DB01083
hsa:94,DB00619
hsa:94009,DB00677
hsa:94009,DB00513
hsa:9420,DB00553
hsa:9420,DB00404
hsa:9420,DB01124
hsa:9420,DB00726
hsa:9420,DB01011
hsa:9420,DB01115
hsa:9420,DB00201
hsa:9420,DB01159
hsa:9420,DB00357
hsa:9420,DB01355
hsa:9563,DB01101
hsa:9601,DB00266
hsa:9641,DB00795
hsa:9647,DB00864
hsa:9647,DB00091
hsa:983,DBSALT000800
hsa:9945,DB00996
hsa:9955,DB04272
hsa:10161,DB00201
hsa:10800,DB00549
hsa:10800,DB01025
hsa:10800,DB00716
hsa:11255,DB00637
hsa:11255,DB01075
hsa:11255,DB00927
hsa:11255,DB01069
hsa:11255,DB00934
hsa:1128,DB00572
hsa:1128,DB00517
hsa:1128,DB00604
hsa:1128,DB00363
hsa:1128,DB00809
hsa:1128,DB00334
hsa:1128,DB01062
hsa:1128,DB01069
hsa:1128,DB00411
hsa:1128,DB01085
hsa:1128,DB00986
hsa:1128,DB01036
hsa:1128,DB00462
hsa:1128,DB01233
hsa:1128,DB00810
hsa:1128,DB00209
hsa:1128,DB00392
hsa:1128,D01269
hsa:1128,DBSALT001002
hsa:1128,DB00340
hsa:1128,DB00725
hsa:1128,DB00366
hsa:1128,DB00372
hsa:1128,DB00661
hsa:1128,DB00777
hsa:1128,DB01176
hsa:1128,DB01231
hsa:1129,DB00572
hsa:1129,DB00517
hsa:1129,DB00604
hsa:1129,DB00363
hsa:1129,DB00809
hsa:1129,DB00334
hsa:1129,DB01062
hsa:1129,DB01069
hsa:1129,DB00411
hsa:1129,DB00986
hsa:1129,DB01036
hsa:1129,DB01135
hsa:1129,DB00728
hsa:1129,DB00810
hsa:1129,DB00340
hsa:1129,DB00725
hsa:1129,DB00372
hsa:1129,DB00661
hsa:1129,DB00777
hsa:1129,DB01176
hsa:1129,DB01231
hsa:1131,DB00572
hsa:1131,DB00517
hsa:1131,DB00334
hsa:1131,DB01069
hsa:1131,DB00496
hsa:1131,DB00340
hsa:1131,DB00725
hsa:1131,DB00372
hsa:1131,DB00777
hsa:1131,DB01176
hsa:1131,D03654
hsa:1131,DB01231
hsa:1132,DB00572
hsa:1132,DB00809
hsa:1132,DB00334
hsa:1132,DB01069
hsa:1132,DB00340
hsa:1132,DB00725
hsa:1132,DB00372
hsa:1132,DB00777
hsa:1133,DB00572
hsa:1133,DB00334
hsa:1133,DB01069
hsa:1133,DB00340
hsa:1133,DB00725
hsa:1133,DB00372
hsa:1133,DB00777
hsa:1234,D03210
hsa:1241,DB00549
hsa:1268,DB00470
hsa:134,DB01223
hsa:134,DB00996
hsa:134,DB00201
hsa:134,D01712
hsa:134,D02884
hsa:135,DB01223
hsa:135,DB00201
hsa:135,D01712
hsa:135,D02884
hsa:136,DB00277
hsa:136,DB00201
hsa:136,DB00824
hsa:140,DB01223
hsa:140,DB00201
hsa:146,DB01136
hsa:146,DB00575
hsa:146,DB00363
hsa:146,DB00734
hsa:146,DB01115
hsa:146,DB00334
hsa:146,D00509
hsa:146,DB00960
hsa:146,D00604
hsa:146,DBSALT000889
hsa:146,DBSALT000329
hsa:146,DBSALT001484
hsa:146,D01020
hsa:146,DBSALT000821
hsa:146,DBSALT000978
hsa:146,D01051
hsa:146,D01358
hsa:146,DB00217
hsa:146,DB00751
hsa:146,DB06207
hsa:146,D02149
hsa:146,DBSALT000625
hsa:146,DB01170
hsa:146,DB00661
hsa:146,DB00777
hsa:147,DB01136
hsa:147,DB00575
hsa:147,DB00363
hsa:147,DB00734
hsa:147,DB01115
hsa:147,DB00334
hsa:147,D00509
hsa:147,DB00960
hsa:147,DBSALT000889
hsa:147,DBSALT000329
hsa:147,DBSALT001484
hsa:147,D01020
hsa:147,DBSALT000821
hsa:147,DBSALT000978
hsa:147,D01051
hsa:147,D01358
hsa:147,DB00217
hsa:147,DB00751
hsa:147,DB06207
hsa:147,D02149
hsa:147,DBSALT000625
hsa:147,DB01170
hsa:147,DB00661
hsa:147,DB00777
hsa:148,DB00668
hsa:148,DB01136
hsa:148,DB00575
hsa:148,DB00363
hsa:148,DB00734
hsa:148,DB01115
hsa:148,DB00334
hsa:148,DB01069
hsa:148,DB00850
hsa:148,D00509
hsa:148,DB00960
hsa:148,DBSALT000889
hsa:148,DBSALT000329
hsa:148,DB09389
hsa:148,DB00665
hsa:148,DBSALT001484
hsa:148,D01020
hsa:148,DBSALT000821
hsa:148,DBSALT000978
hsa:148,D01051
hsa:148,D01358
hsa:148,DB00217
hsa:148,DBSALT001063
hsa:148,DB00751
hsa:148,DB06207
hsa:148,D02149
hsa:148,DBSALT000625
hsa:148,DB01170
hsa:148,DB00661
hsa:148,DB00777
hsa:148,DB00934
hsa:148,DB01118
hsa:150,DB00502
hsa:150,DB01136
hsa:150,DB00477
hsa:150,DB00575
hsa:150,DB00363
hsa:150,DB00996
hsa:150,DB01115
hsa:150,DB00334
hsa:150,D00509
hsa:150,DB00960
hsa:150,DB00633
hsa:150,DB00370
hsa:150,D00604
hsa:150,D00606
hsa:150,DBSALT000889
hsa:150,DBSALT000329
hsa:150,DB00800
hsa:150,DBSALT001484
hsa:150,DBSALT000821
hsa:150,DB00217
hsa:150,DB00751
hsa:150,DBSALT000195
hsa:150,D02149
hsa:150,DB01170
hsa:150,DB00449
hsa:150,DB00661
hsa:150,D03274
hsa:150,D04034
hsa:150,DB00629
hsa:151,DB00502
hsa:151,DB01136
hsa:151,DB00477
hsa:151,DB00575
hsa:151,DB00363
hsa:151,DB01115
hsa:151,DB00334
hsa:151,D00509
hsa:151,DB00960
hsa:151,DB00370
hsa:151,D00604
hsa:151,D00606
hsa:151,DBSALT000889
hsa:151,DBSALT000329
hsa:151,DB00800
hsa:151,DBSALT001484
hsa:151,DBSALT000821
hsa:151,DB00217
hsa:151,DB00751
hsa:151,DBSALT000195
hsa:151,D02149
hsa:151,DB01170
hsa:151,DB00661
hsa:151,D03274
hsa:151,D04034
hsa:152,DB00575
hsa:152,D00509
hsa:152,D00604
hsa:152,D00606
hsa:152,DBSALT000889
hsa:152,DBSALT000329
hsa:152,DB00800
hsa:152,DBSALT001484
hsa:152,DBSALT000821
hsa:152,DB00217
hsa:152,DBSALT000195
hsa:152,D02149
hsa:152,DB01170
hsa:152,D03274
hsa:152,D04034
hsa:153,DB00668
hsa:153,DB00335
hsa:153,DB01136
hsa:153,DB01203
hsa:153,DB01115
hsa:153,DB00334
hsa:153,DBSALT000549
hsa:153,DB00960
hsa:153,DBSALT000328
hsa:153,D00601
hsa:153,D00632
hsa:153,D00635
hsa:153,DB01158
hsa:153,DBSALT001484
hsa:153,D01390
hsa:153,D01454
hsa:153,D02066
hsa:153,D02149
hsa:153,D02150
hsa:153,DB01193
hsa:153,DB00612
hsa:153,DB00264
hsa:153,DB01214
hsa:153,D02614
hsa:153,DB01118
hsa:153,D03415
hsa:153,D03490
hsa:153,DB00841
hsa:153,D03880
hsa:153,D03881
hsa:153,DB00221
hsa:154,DB00668
hsa:154,DB00335
hsa:154,DB01136
hsa:154,DB01203
hsa:154,DB01115
hsa:154,DB00334
hsa:154,DBSALT000549
hsa:154,DB00960
hsa:154,DBSALT000328
hsa:154,D00601
hsa:154,D00632
hsa:154,D00635
hsa:154,DB01158
hsa:154,D00683
hsa:154,DBSALT002788
hsa:154,D00687
hsa:154,D00688
hsa:154,DBSALT001484
hsa:154,D01386
hsa:154,D01390
hsa:154,D01454
hsa:154,D02066
hsa:154,DB01001
hsa:154,D02149
hsa:154,D02150
hsa:154,DB01193
hsa:154,DB00612
hsa:154,DB00867
hsa:154,DB01214
hsa:154,D03415
hsa:154,D03490
hsa:154,DB00841
hsa:154,D03880
hsa:154,D03881
hsa:154,DB00938
hsa:155,DB01136
hsa:155,DB01203
hsa:155,DB01115
hsa:155,DB00334
hsa:155,DBSALT000549
hsa:155,DB00960
hsa:155,DBSALT001484
hsa:155,D01390
hsa:155,D01454
hsa:155,D02066
hsa:155,D02149
hsa:155,D02150
hsa:155,DB01193
hsa:155,DB01214
hsa:155,D03415
hsa:155,DB00841
hsa:1812,DB01235
hsa:1812,DB00907
hsa:1812,DB00477
hsa:1812,DB00363
hsa:1812,DB00334
hsa:1812,DB00433
hsa:1812,DB00850
hsa:1812,DB01100
hsa:1812,DB00800
hsa:1812,DB01239
hsa:1812,DB00568
hsa:1812,DB00372
hsa:1812,DB00777
hsa:1812,DB00933
hsa:1813,DB01235
hsa:1813,DB00502
hsa:1813,DB00477
hsa:1813,DB00363
hsa:1813,DB00334
hsa:1813,DB00433
hsa:1813,DB01069
hsa:1813,DB00850
hsa:1813,DB01100
hsa:1813,DB01233
hsa:1813,D00780
hsa:1813,DB01239
hsa:1813,DB00248
hsa:1813,DB01238
hsa:1813,DB00568
hsa:1813,DBSALT001034
hsa:1813,DB01184
hsa:1813,DB00408
hsa:1813,DB00372
hsa:1813,DB00777
hsa:1813,DB00933
hsa:1813,DB01200
hsa:1814,DB00907
hsa:1814,DB00502
hsa:1814,DB00477
hsa:1814,DB00334
hsa:1814,DB00433
hsa:1814,DB00850
hsa:1814,DB00413
hsa:1814,DB01100
hsa:1814,DB01233
hsa:1814,DB01238
hsa:1814,DB00568
hsa:1814,DB00408
hsa:1814,DB00933
hsa:1815,DB00363
hsa:1815,DB00334
hsa:1815,DB00372
hsa:1815,DB00777
hsa:1816,DB00477
hsa:1816,DB00363
hsa:1816,DB00334
hsa:1816,DB00433
hsa:1816,DB01100
hsa:1816,DB00800
hsa:1816,DB00568
hsa:1816,DB00933
hsa:185,DB00177
hsa:185,DB00421
hsa:185,DB13919
hsa:185,DB01029
hsa:185,DB00966
hsa:185,D02082
hsa:185,DB00876
hsa:185,D05246
hsa:1909,DB00559
hsa:1910,DB00559
hsa:222545,D01126
hsa:222545,D02278
hsa:222545,D02279
hsa:23620,DB01106
hsa:2550,DB00181
hsa:2846,DB00201
hsa:2911,DB00740
hsa:2912,DB00740
hsa:2912,D03966
hsa:2913,DB00740
hsa:2913,D03966
hsa:2914,DB00740
hsa:2915,DB00740
hsa:2916,DB00740
hsa:2916,D03966
hsa:2917,DB00740
hsa:2918,DB00740
hsa:2918,DB00522
hsa:2918,D03966
hsa:3269,DB00637
hsa:3269,DB00363
hsa:3269,DB01075
hsa:3269,DB00455
hsa:3269,DB00334
hsa:3269,DBSALT000427
hsa:3269,DB00433
hsa:3269,DB01069
hsa:3269,DB00985
hsa:3269,DB00342
hsa:3269,D00665
hsa:3269,DBSALT000901
hsa:3269,D01242
hsa:3269,DB00568
hsa:3269,DB01071
hsa:3269,DB00920
hsa:3269,DB00751
hsa:3269,DB01106
hsa:3269,DB00427
hsa:3269,DB00366
hsa:3269,DB00372
hsa:3269,DB00777
hsa:3269,DB00934
hsa:3269,DB01176
hsa:3269,DB00902
hsa:3269,DB00716
hsa:3274,DB00501
hsa:3274,DB00927
hsa:3274,DB00863
hsa:3274,DB00585
hsa:3274,D00673
hsa:3274,DB00751
hsa:3274,DBSALT000287
hsa:3350,DB00363
hsa:3350,DB00669
hsa:3350,DB00960
hsa:3350,DB01233
hsa:3350,D01051
hsa:3350,DB01238
hsa:3350,DBSALT000884
hsa:3351,DB00363
hsa:3351,DB00315
hsa:3351,DB00669
hsa:3351,DB00960
hsa:3351,DB00953
hsa:3351,DBSALT001003
hsa:3351,DB01233
hsa:3351,DBSALT000884
hsa:3351,D02826
hsa:3351,D05740
hsa:3352,DB00363
hsa:3352,DB00315
hsa:3352,DB00669
hsa:3352,DB00960
hsa:3352,DB00953
hsa:3352,DBSALT001003
hsa:3352,DB01233
hsa:3352,DBSALT000884
hsa:3352,D02826
hsa:3352,D05740
hsa:3354,DB00363
hsa:3354,DB00669
hsa:3354,DB00960
hsa:3354,DB01233
hsa:3354,DBSALT000884
hsa:3355,DB00363
hsa:3355,DB00669
hsa:3355,DB00960
hsa:3355,DBSALT001246
hsa:3355,DBSALT001003
hsa:3355,DB01233
hsa:3355,DBSALT000884
hsa:3356,DB00477
hsa:3356,DB00363
hsa:3356,DB00734
hsa:3356,DB00669
hsa:3356,DB00334
hsa:3356,DB00433
hsa:3356,DB01069
hsa:3356,DB00960
hsa:3356,DB00370
hsa:3356,DB01233
hsa:3356,D01051
hsa:3356,DB01238
hsa:3356,D01358
hsa:3356,DB00751
hsa:3356,DB00408
hsa:3356,DB00372
hsa:3356,DB00247
hsa:3356,DB00777
hsa:3356,DB00933
hsa:3357,DB00363
hsa:3357,DB00669
hsa:3357,DB00960
hsa:3357,DB01233
hsa:3357,DB01238
hsa:3357,DBSALT000884
hsa:3358,DB00363
hsa:3358,DB00669
hsa:3358,DB00334
hsa:3358,DB00960
hsa:3358,DB00370
hsa:3358,DB01233
hsa:3358,DB01238
hsa:3358,DB00372
hsa:3358,DB00777
hsa:3358,DB06594
hsa:3360,DB00604
hsa:3360,DB00363
hsa:3360,DB00669
hsa:3360,DB00960
hsa:3360,DB01233
hsa:3360,D01994
hsa:3360,DB01079
hsa:3360,DB04917
hsa:3361,DB00363
hsa:3361,DB00669
hsa:3361,DB00960
hsa:3361,DB01233
hsa:3362,DB00363
hsa:3362,DB00669
hsa:3362,DB00334
hsa:3362,DB00960
hsa:3362,DB01233
hsa:3363,DB00363
hsa:3363,D01051
hsa:3363,DBSALT000884
hsa:338442,DB00627
hsa:3577,DB00553
hsa:3577,DB00404
hsa:3577,DB01124
hsa:3577,DB00726
hsa:3577,DB01011
hsa:3577,DB01115
hsa:3577,DB00201
hsa:3577,DB01159
hsa:3577,DB00357
hsa:3577,DB01355
hsa:4543,DB06594
hsa:4985,DB01100
hsa:4985,DB00497
hsa:4986,DB00907
hsa:4986,DB00611
hsa:4986,DB01209
hsa:4986,DB00497
hsa:4988,DB01081
hsa:4988,DB00652
hsa:4988,DB00611
hsa:4988,DB01209
hsa:4988,D00845
hsa:4988,DB01227
hsa:4988,DB00704
hsa:4988,DB00497
hsa:4988,DB00708
hsa:5028,DB00201
hsa:5029,DB00201
hsa:5030,DB00201
hsa:5031,DB00201
hsa:5032,DB00201
hsa:552,DBSALT000793
hsa:554,DBSALT000793
hsa:56413,DB00549
hsa:57105,DB00549
hsa:57105,DB00716
hsa:5724,D01652
hsa:5729,DB00716
hsa:5731,DB00770
hsa:5731,DB00429
hsa:5731,DB01088
hsa:5731,DB12708
hsa:5732,DB00770
hsa:5732,DB00929
hsa:5732,D03187
hsa:5733,DB00929
hsa:5733,DB13824
hsa:5733,DB12708
hsa:5737,DB00654
hsa:5737,DB01160
hsa:5737,DB00287
hsa:5739,DB00917
hsa:5739,DB00770
hsa:5739,DB01160
hsa:5739,DB01088
hsa:59340,DB00637
hsa:59340,DB00363
hsa:59340,DB01075
hsa:59340,DB00927
hsa:59340,DB01069
hsa:59340,DB00934
hsa:6010,DB03796
hsa:64805,DB01240
hsa:64805,DB00201
