DrugID,CUI,name,AvgFrequency
DB00864,C0853714,Application_site_pruritus,0.1
DB00864,C0854331,Herpes_simplex_dermatitis,0.01
DB00864,C0858346,Gastrointestinal_ulcer_perforation,0.01
DB00864,C0858794,Application_site_warmth,0.01
DB00864,C0858797,Instillation_site_pain,0.01
DB00864,C0860603,Anxiety_symptoms,0.01
DB00864,C0877096,Application_site_paraesthesia,0.01
DB00864,C0877303,Post_procedural_pain,0.28
DB00864,C0877661,Application_site_burn,0.1
DB00864,C0878544,Cardiomyopathies,0.001
DB00864,C0917801,Sleeplessness,0.247
DB00864,C0936250,Eczema_herpeticum,0.01
DB00864,C0948031,Primary_graft_dysfunction,0.005
DB00864,C0948594,Musculoskeletal_discomfort,0.07
DB00864,C1112320,Temperature_intolerance,0.001
DB00864,C1141861,Procedural_complication,0.01
DB00864,C1142172,Incision_site_complication,0.255
DB00864,C1167870,Graft_dysfunction,0.1588
DB00864,C1262170,Herpes_dermatitis,0.01
DB00864,C1291077,Abdominal_bloating,0.01
DB00864,C1321632,Venous_thrombosis_deep_limb,0.0005
DB00864,C1384666,Hearing_impairment,0.0003
DB00864,C1443060,Feeling_abnormal,0.004
DB00864,C1565489,Renal_insufficiency,0.29
DB00864,C1619712,"Pain,_procedural",0.28
DB00864,C1720775,Renal_tubular_necrosis,0.01
DB00864,C2129214,Loose_stool,0.01
DB00864,C2937358,Cerebral_hemorrhage,0.001
DB00864,C3263723,Traumatic_injury,0.07
DB00871,C0003467,Anxiety,0.01
DB00871,C0004093,Asthenia,0.016
DB00871,C0008031,Chest_pain,0.0135
DB00871,C0012833,Dizziness,0.0522
DB00871,C0013144,Drowsiness,0.1102
DB00871,C0013404,Dyspnea,0.01
DB00871,C0016382,Flushing,0.0123
DB00871,C0018681,Headache,0.0744
DB00871,C0020458,Hyperhidrosis_disorder,0.0113
DB00871,C0027497,Nausea,0.0493
DB00871,C0027769,Nervousness,0.218
DB00871,C0030252,Palpitations,0.163
DB00871,C0038990,Sweating,0.0113
DB00871,C0039231,Tachycardia,0.0178
DB00871,C0040822,Tremor,0.1902
DB00871,C0042963,Vomiting,0.0557
DB00871,C0043352,Xerostomia,0.0075
DB00871,C0151636,Premature_ventricular_contractions,0.015
DB00871,C0151828,Injection_site_pain,0.0157
DB00871,C0233494,Tension,0.218
DB00871,C0235710,Chest_discomfort,0.0135
DB00871,C0917801,Sleeplessness,0.015
DB00871,C2830004,Somnolence,0.0918
DB00872,C0004238,Atrial_fibrillation,0.0135
DB00872,C0006840,Candidiasis,0.022
DB00872,C0006849,Oral_candidiasis,0.022
DB00872,C0009676,Confusion,0.0225
DB00872,C0009806,Constipation,0.031
DB00872,C0011175,Dehydration,0.022
DB00872,C0015967,Fever,0.019
DB00872,C0018681,Headache,0.031
DB00872,C0018965,Hematuria,0.016
DB00872,C0020621,Hypokalemia,0.0225
DB00872,C0020625,Hyponatremia,0.0237
DB00872,C0020649,Hypotension,0.029
DB00872,C0027497,Nausea,0.0382
DB00872,C0032617,Polyuria,0.049
DB00872,C0039971,Thirst,0.0152
DB00872,C0041834,Erythema,0.027
DB00872,C0042023,Increased_frequency_of_micturition,0.06
DB00872,C0042029,Urinary_tract_infection,0.029
DB00872,C0043352,Xerostomia,0.033
DB00872,C0085649,Peripheral_edema,0.0152
DB00872,C0151723,Hypomagnesemia,0.011
DB00872,C0549373,Larynx_pain,0.0435
DB00872,C0858635,Pharyngolaryngeal_pain,0.0435
DB00872,C0863070,Catheter_site_related_reaction,0.055
DB00872,C0877365,Infusion_site_erythema,0.0245
DB00872,C0917801,Sleeplessness,0.0165
DB00872,C1096035,Infusion_site_pain,0.0152
DB00872,C1096049,Infusion_site_swelling,0.016
DB00872,C1096213,Cannula_site_reaction,0.055
DB00872,C1096343,Infusion_site_reaction,0.101
DB00872,C1096460,Infusion_site_phlebitis,0.0862
DB00872,C1167965,Urine_output_increased,0.049
DB00872,C1443060,Feeling_abnormal,0.0225
DB00873,C0018681,Headache,0.015
DB00873,C0151827,Eye_pain,0.02
DB00873,C0423602,Foreign_body_sensation,0.02
DB00873,C1096278,Anterior_chamber_inflammation,0.05
DB00876,C0000737,Abdominal_pain,0.015
DB00876,C0003862,Arthralgia,0.015
DB00876,C0004093,Asthenia,0.015
DB00876,C0010200,Coughing,0.035
DB00876,C0011570,Mental_depression,0.005
DB00876,C0015672,Fatigue,0.015
DB00876,C0020557,Hypertriglyceridemia,0.005
DB00876,C0031350,Pharyngitis,0.035
DB00876,C0035455,Rhinitis,0.035
DB00876,C0041912,Upper_respiratory_infections,0.065
DB00876,C0042029,Urinary_tract_infection,0.005
DB00876,C0042769,Virus_diseases,0.015
DB00876,C0687713,Gastrointestinal_pain,0.015
DB00876,C0853692,Blood_triglycerides_increased,0.005
DB00876,C0948594,Musculoskeletal_discomfort,0.015
DB00877,C0000731,Abdomen_distended,0.095
DB00877,C0000737,Abdominal_pain,0.26
DB00877,C0002871,Anemia,0.237
DB00877,C0003862,Arthralgia,0.1978
DB00877,C0004093,Asthenia,0.2938
DB00877,C0004604,Back_pain,0.2037
DB00877,C0006826,Malignant_neoplasms,0.0225
DB00877,C0007097,Carcinoma,0.0389
DB00877,C0008031,Chest_pain,0.1771
DB00877,C0009806,Constipation,0.3288
DB00877,C0010200,Coughing,0.15
DB00877,C0010823,Cytomegalovirus_infections,0.0244
DB00877,C0011603,Dermatitis,0.0833
DB00877,C0011991,Diarrhea,0.2491
DB00877,C0012833,Dizziness,0.095
DB00877,C0013395,Dyspepsia,0.2538
DB00877,C0013404,Dyspnea,0.2425
DB00877,C0013428,Dysuria,0.08
DB00877,C0013491,Ecchymosis,0.05
DB00877,C0013604,Edema,0.1725
DB00877,C0013687,Effusion,0.0005
DB00877,C0014591,Epistaxis,0.0025
DB00877,C0015230,Exanthema,0.0833
DB00877,C0015967,Fever,0.2863
DB00877,C0018129,Graft_rejection,0.09
DB00877,C0018681,Headache,0.2463
DB00877,C0018965,Hematuria,0.11
DB00877,C0019348,Herpes_simplex_infections,0.0548
DB00877,C0019360,Herpes_zoster_disease,0.018
DB00877,C0019572,Hirsutism,0.055
DB00877,C0020443,Hypercholesterolemia,0.292
DB00877,C0020456,Hyperglycemia,0.0767
DB00877,C0020461,Hyperkalemia,0.1978
DB00877,C0020473,Hyperlipidemia,0.312
DB00877,C0020538,Hypertensive_disease,0.375
DB00877,C0020557,Hypertriglyceridemia,0.27
DB00877,C0020580,Hypesthesia,0.055
DB00877,C0020621,Hypokalemia,0.1043
DB00877,C0020649,Hypotension,0.08
DB00877,C0023530,Leukopenia,0.0967
DB00877,C0024248,Lymphocele,0.0475
DB00877,C0024299,Lymphoma,0.0051
DB00877,C0024305,"Lymphoma,_non-hodgkin",0.0051
DB00877,C0024314,Lymphoproliferative_disorders,0.0094
DB00877,C0025202,Melanoma,0.0142
DB00877,C0027497,Nausea,0.3014
DB00877,C0027726,Nephrotic_syndrome,0.0005
DB00877,C0028961,Oliguria,0.08
DB00877,C0029445,Bone_necrosis,0.005
DB00877,C0029927,Ovarian_cysts,0.005
DB00877,C0030193,Pain,0.2588
DB00877,C0030305,Pancreatitis,0.0005
DB00877,C0030554,Paresthesia,0.05
DB00877,C0031039,Pericardial_effusion,0.0005
DB00877,C0031350,Pharyngitis,0.196
DB00877,C0032285,Pneumonia,0.037
DB00877,C0034186,Pyelonephritis,0.1473
DB00877,C0035455,Rhinitis,0.08
DB00877,C0038362,Stomatitis,0.005
DB00877,C0039231,Tachycardia,0.0225
DB00877,C0040034,Thrombocytopenia,0.1313
DB00877,C0040822,Tremor,0.2211
DB00877,C0041912,Upper_respiratory_infections,0.18
DB00877,C0042029,Urinary_tract_infection,0.2371
DB00877,C0042963,Vomiting,0.2217
DB00877,C0043094,Weight_gain,0.1437
DB00877,C0043241,Wound_infection,0.0667
DB00877,C0085593,Chills,0.05
DB00877,C0085649,Peripheral_edema,0.5343
DB00877,C0085682,Hypophosphatemia,0.16
DB00877,C0151578,Creatinine_increased,0.31
DB00877,C0151692,Impaired_wound_healing,0.0275
DB00877,C0151736,Accidental_injury,0.095
DB00877,C0151766,Liver_function_tests_abnormal_finding,0.0425
DB00877,C0151779,Cutaneous_melanoma,0.0389
DB00877,C0235431,Blood_creatinine_increased,0.31
DB00877,C0243026,Sepsis,0.0472
DB00877,C0392025,Enlargement_abdomen,0.095
DB00877,C0432487,Post-transplant_lymphoproliferative_disorder,0.0005
DB00877,C0542571,Facial_edema,0.04
DB00877,C0549463,X-linked_lymphoproliferative_disorder,0.0094
DB00877,C0574067,Increasing_frequency_of_cough,0.15
DB00877,C0687713,Gastrointestinal_pain,0.26
DB00877,C0702166,Acne,0.1811
DB00877,C0853692,Blood_triglycerides_increased,0.27
DB00877,C0853813,Local_reaction,0.34
DB00877,C0917801,Sleeplessness,0.1383
DB00877,C0948594,Musculoskeletal_discomfort,0.1978
DB00877,C1535939,Pneumocystis_jiroveci_pneumonia,0.0013
DB00877,C3263723,Traumatic_injury,0.095
DB00877,C3665347,Visual_impairment,0.07
DB00877,C3665386,Abnormal_vision,0.07
DB00878,C0000833,Abscess,0.059
DB00878,C0003862,Arthralgia,0.059
DB00878,C0004604,Back_pain,0.113
DB00878,C0006277,Bronchitis,0.032
DB00878,C0010200,Coughing,0.032
DB00878,C0013390,Dysmenorrhea,0.059
DB00878,C0013395,Dyspepsia,0.027
DB00878,C0017566,Gingival_hyperplasia,0.023
DB00878,C0018681,Headache,0.275
DB00878,C0020517,Hypersensitivity,0.059
DB00878,C0020538,Hypertensive_disease,0.027
DB00878,C0022408,Arthropathy,0.018
DB00878,C0029408,Degenerative_polyarthritis,0.018
DB00878,C0030193,Pain,0.05
DB00878,C0031350,Pharyngitis,0.023
DB00878,C0035455,Rhinitis,0.05
DB00878,C0037199,Sinusitis,0.131
DB00878,C0038367,Ulcerative_stomatitis,0.005
DB00878,C0039503,Tendinitis,0.005
DB00878,C0040435,Tooth_diseases,0.068
DB00878,C0040460,Toothache,0.414
DB00878,C0041912,Upper_respiratory_infections,0.261
DB00878,C0149745,Oral_ulcer,0.005
DB00878,C0231528,Myalgia,0.041
DB00878,C0392171,Influenza-like_symptoms,0.095
DB00878,C0521839,Influenza-like_illness,0.095
DB00878,C0948594,Musculoskeletal_discomfort,0.05
DB00879,C0000737,Abdominal_pain,0.0367
DB00879,C0002871,Anemia,0.0415
DB00879,C0002994,Angioedema,0.0005
DB00879,C0004093,Asthenia,0.02
DB00879,C0009450,Communicable_diseases,0.2933
DB00879,C0010200,Coughing,0.28
DB00879,C0011570,Mental_depression,0.07
DB00879,C0011603,Dermatitis,0.0775
DB00879,C0011991,Diarrhea,0.098
DB00879,C0012833,Dizziness,0.0267
DB00879,C0013395,Dyspepsia,0.005
DB00879,C0015230,Exanthema,0.0775
DB00879,C0015663,Fasting,0.13
DB00879,C0015672,Fatigue,0.08
DB00879,C0015967,Fever,0.09
DB00879,C0017160,Gastroenteritis,0.11
DB00879,C0017979,Glycosuria,0.01
DB00879,C0018681,Headache,0.063
DB00879,C0018965,Hematuria,0.025
DB00879,C0020433,Hyperbilirubinemia,0.005
DB00879,C0020456,Hyperglycemia,0.01
DB00879,C0020517,Hypersensitivity,0.005
DB00879,C0020557,Hypertriglyceridemia,0.005
DB00879,C0027441,Nasopharyngitis,0.03
DB00879,C0027497,Nausea,0.0675
DB00879,C0027947,Neutropenia,0.005
DB00879,C0029882,Otitis_media,0.23
DB00879,C0030193,Pain,0.005
DB00879,C0032285,Pneumonia,0.15
DB00879,C0033774,Pruritus,0.005
DB00879,C0035455,Rhinitis,0.2
DB00879,C0037199,Sinusitis,0.04
DB00879,C0041912,Upper_respiratory_infections,0.05
DB00879,C0042109,Urticaria,0.005
DB00879,C0042963,Vomiting,0.0725
DB00879,C0085641,Pustular_rash,0.005
DB00879,C0085932,Bullous_dermatitis,0.005
DB00879,C0151479,Amylase_increased,0.005
DB00879,C0151883,Vesiculobullous_rash,0.005
DB00879,C0151905,Alanine_aminotransferase_increased,0.005
DB00879,C0151907,Discoloration_of_skin,0.1093
DB00879,C0162834,Hyperpigmentation,0.16
DB00879,C0234458,Dream_disorder,0.005
DB00879,C0423791,Maculopapular_lesion,0.005
DB00879,C0574067,Increasing_frequency_of_cough,0.28
DB00879,C0687713,Gastrointestinal_pain,0.0367
DB00879,C0853692,Blood_triglycerides_increased,0.005
DB00879,C0917801,Sleeplessness,0.0267
DB00881,C0000737,Abdominal_pain,0.0038
DB00881,C0002994,Angioedema,0.001
DB00881,C0004093,Asthenia,0.012
DB00881,C0004604,Back_pain,0.0075
DB00881,C0008031,Chest_pain,0.017
DB00881,C0010200,Coughing,0.0051
DB00881,C0011603,Dermatitis,0.01
DB00881,C0011991,Diarrhea,0.0135
DB00881,C0013404,Dyspnea,0.02
DB00881,C0015230,Exanthema,0.01
DB00881,C0015672,Fatigue,0.012
DB00881,C0018681,Headache,0.017
DB00881,C0027497,Nausea,0.007
DB00881,C0042963,Vomiting,0.007
DB00881,C0231528,Myalgia,0.0175
DB00881,C0687713,Gastrointestinal_pain,0.0038
DB00881,C0948594,Musculoskeletal_discomfort,0.0175
DB00882,C0002170,Alopecia,0.003
DB00882,C0011615,"Dermatitis,_atopic",0.006
DB00882,C0012833,Dizziness,0.01
DB00882,C0016382,Flushing,0.107
DB00882,C0018681,Headache,0.0115
DB00882,C0025323,Menorrhagia,0.013
DB00882,C0042134,Uterine_hemorrhage,0.005
DB00882,C0042963,Vomiting,0.0215
DB00882,C0043094,Weight_gain,0.004
DB00882,C0220870,Lightheadedness,0.01
DB00882,C0232487,Abdominal_discomfort,0.074
DB00882,C0262397,Breast_tenderness,0.021
DB00882,C0392039,Ovarian_enlargement,0.138
DB00882,C0877338,Breast_discomfort,0.021
DB00882,C0917801,Sleeplessness,0.019
DB00884,C0000731,Abdomen_distended,0.021
DB00884,C0000737,Abdominal_pain,0.0597
DB00884,C0002418,Amblyopia,0.033
DB00884,C0003467,Anxiety,0.018
DB00884,C0003862,Arthralgia,0.1353
DB00884,C0004093,Asthenia,0.0362
DB00884,C0004604,Back_pain,0.0779
DB00884,C0004936,Mental_disorders,0.016
DB00884,C0006277,Bronchitis,0.0391
DB00884,C0007859,Neck_pain,0.0307
DB00884,C0008031,Chest_pain,0.0327
DB00884,C0009319,Colitis,0.033
DB00884,C0009450,Communicable_diseases,0.198
DB00884,C0009806,Constipation,0.068
DB00884,C0010200,Coughing,0.02
DB00884,C0010692,Cystitis,0.0145
DB00884,C0011570,Mental_depression,0.016
DB00884,C0011603,Dermatitis,0.0694
DB00884,C0011991,Diarrhea,0.0813
DB00884,C0012833,Dizziness,0.0394
DB00884,C0013395,Dyspepsia,0.0596
DB00884,C0014724,Eructation,0.0245
DB00884,C0015230,Exanthema,0.0694
DB00884,C0015672,Fatigue,0.039
DB00884,C0015967,Fever,0.014
DB00884,C0016204,Flatulence,0.016
DB00884,C0016655,"Fractures,_multiple",0.057
DB00884,C0016658,Fracture,0.057
DB00884,C0017152,Gastritis,0.0197
DB00884,C0017160,Gastroenteritis,0.025
DB00884,C0017178,Gastrointestinal_diseases,0.0768
DB00884,C0018681,Headache,0.0766
DB00884,C0020437,Hypercalcemia,0.001
DB00884,C0020438,Hypercalciuria,0.001
DB00884,C0020443,Hypercholesterolemia,0.017
DB00884,C0020538,Hypertensive_disease,0.0718
DB00884,C0021400,Influenza,0.0649
DB00884,C0022408,Arthropathy,0.063
DB00884,C0023218,Cramps_of_lower_extremities,0.033
DB00884,C0025061,Mediastinal_diseases,0.0175
DB00884,C0026858,Musculoskeletal_pain,0.015
DB00884,C0027441,Nasopharyngitis,0.0565
DB00884,C0027497,Nausea,0.0579
DB00884,C0027651,Neoplasms,0.0245
DB00884,C0029408,Degenerative_polyarthritis,0.038
DB00884,C0030193,Pain,0.088
DB00884,C0030196,Pain_in_limb,0.0362
DB00884,C0031350,Pharyngitis,0.056
DB00884,C0035455,Rhinitis,0.0545
DB00884,C0036396,Sciatica,0.0155
DB00884,C0037011,Shoulder_pain,0.028
DB00884,C0037199,Sinusitis,0.0325
DB00884,C0037763,Spasm,0.021
DB00884,C0040264,Tinnitus,0.033
DB00884,C0041912,Upper_respiratory_infections,0.0254
DB00884,C0042029,Urinary_tract_infection,0.0708
DB00884,C0042373,Vascular_diseases,0.047
DB00884,C0042571,Vertigo,0.016
DB00884,C0042963,Vomiting,0.0345
DB00884,C0043352,Xerostomia,0.0115
DB00884,C0085649,Peripheral_edema,0.0783
DB00884,C0086543,Cataract,0.059
DB00884,C0151736,Accidental_injury,0.1065
DB00884,C0151786,Muscle_weakness,0.0165
DB00884,C0151825,Bone_pain,0.0483
DB00884,C0162429,Malnutrition,0.015
DB00884,C0231528,Myalgia,0.036
DB00884,C0232492,Upper_abdominal_pain,0.0513
DB00884,C0232849,Bladder_pain,0.0145
DB00884,C0314719,Dryness_of_eye,0.0165
DB00884,C0403632,Non-infectious_cystitis,0.0145
DB00884,C0687713,Gastrointestinal_pain,0.0597
DB00884,C0917801,Sleeplessness,0.0165
DB00884,C0947912,Myasthenias,0.0165
DB00884,C0948594,Musculoskeletal_discomfort,0.1124
DB00884,C3263723,Traumatic_injury,0.1065
DB00884,C3489393,Hiatal_hernia,0.0155
DB00887,C0000737,Abdominal_pain,0.002
DB00887,C0003862,Arthralgia,0.002
DB00887,C0004093,Asthenia,0.002
DB00887,C0011603,Dermatitis,0.002
DB00887,C0012833,Dizziness,0.011
DB00887,C0015230,Exanthema,0.002
DB00887,C0017979,Glycosuria,0.007
DB00887,C0018681,Headache,0.006
DB00887,C0018772,"Hearing_loss,_partial",0.005
DB00887,C0020456,Hyperglycemia,0.066
DB00887,C0020621,Hypokalemia,0.147
DB00887,C0020625,Hyponatremia,0.092
DB00887,C0020649,Hypotension,0.008
DB00887,C0026858,Musculoskeletal_pain,0.002
DB00887,C0027497,Nausea,0.006
DB00887,C0033774,Pruritus,0.004
DB00887,C0040034,Thrombocytopenia,0.002
DB00887,C0042109,Urticaria,0.002
DB00887,C0042963,Vomiting,0.002
DB00887,C0085680,Hypochloremia_(disorder),0.149
DB00887,C0235431,Blood_creatinine_increased,0.074
DB00887,C0242528,Azotemia,0.106
DB00887,C0687713,Gastrointestinal_pain,0.002
DB00887,C0700225,Serum_creatinine_raised,0.074
DB00887,C0857177,Arthritic_pains,0.002
DB00887,C0863147,Glucose_urine_increased,0.007
DB00887,C1384666,Hearing_impairment,0.005
DB00889,C0000737,Abdominal_pain,0.06
DB00889,C0002170,Alopecia,0.03
DB00889,C0002871,Anemia,0.0787
DB00889,C0003467,Anxiety,0.0307
DB00889,C0004093,Asthenia,0.139
DB00889,C0009450,Communicable_diseases,0.0265
DB00889,C0009806,Constipation,0.1125
DB00889,C0010200,Coughing,0.0165
DB00889,C0011603,Dermatitis,0.01
DB00889,C0011991,Diarrhea,0.0761
DB00889,C0012833,Dizziness,0.0359
DB00889,C0013395,Dyspepsia,0.0398
DB00889,C0015230,Exanthema,0.01
DB00889,C0015967,Fever,0.051
DB00889,C0016204,Flatulence,0.03
DB00889,C0018681,Headache,0.1271
DB00889,C0020538,Hypertensive_disease,0.0214
DB00889,C0020649,Hypotension,0.0243
DB00889,C0023518,Leukocytosis,0.039
DB00889,C0023530,Leukopenia,0.09
DB00889,C0027497,Nausea,0.2
DB00889,C0028961,Oliguria,0.0185
DB00889,C0030193,Pain,0.092
DB00889,C0036974,Shock,0.001
DB00889,C0039070,Syncope,0.001
DB00889,C0039338,Taste_disorders,0.02
DB00889,C0040034,Thrombocytopenia,0.02
DB00889,C0041657,Unconscious_state,0.001
DB00889,C0042029,Urinary_tract_infection,0.03
DB00889,C0042963,Vomiting,0.12
DB00889,C0085631,Agitation,0.01
DB00889,C0149931,Migraine_disorders,0.001
DB00889,C0232462,Decrease_in_appetite,0.0767
DB00889,C0235996,Elevated_liver_enzymes,0.0485
DB00889,C0428977,Bradycardia,0.049
DB00889,C0687713,Gastrointestinal_pain,0.06
DB00889,C0917801,Sleeplessness,0.053
DB00889,C2830004,Somnolence,0.055
DB00897,C0004134,Ataxia,0.027
DB00897,C0012833,Dizziness,0.046
DB00897,C0013144,Drowsiness,0.102
DB00897,C0018681,Headache,0.0905
DB00897,C0027497,Nausea,0.0415
DB00897,C0027769,Nervousness,0.0485
DB00897,C0042963,Vomiting,0.0415
DB00897,C0220870,Lightheadedness,0.029
DB00897,C0233494,Tension,0.0485
DB00897,C0520966,Abnormal_coordination,0.027
DB00897,C2830004,Somnolence,0.102
DB00899,C0002871,Anemia,0.016
DB00899,C0003467,Anxiety,0.0202
DB00899,C0003578,Apnea,0.0125
DB00899,C0003811,Cardiac_arrhythmia,0.0139
DB00899,C0004144,Atelectasis,0.0086
DB00899,C0004238,Atrial_fibrillation,0.068
DB00899,C0004239,Atrial_flutter,0.0063
DB00899,C0005779,Blood_coagulation_disorders,0.014
DB00899,C0006266,Bronchospasm,0.0128
DB00899,C0007166,Low_cardiac_output,0.0204
DB00899,C0007785,Cerebral_infarction,0.0149
DB00899,C0009676,Confusion,0.0699
DB00899,C0009806,Constipation,0.0539
DB00899,C0010200,Coughing,0.0087
DB00899,C0011991,Diarrhea,0.0174
DB00899,C0012833,Dizziness,0.0209
DB00899,C0013384,Dyskinetic_syndrome,0.0086
DB00899,C0013395,Dyspepsia,0.0101
DB00899,C0013404,Dyspnea,0.0063
DB00899,C0013604,Edema,0.0172
DB00899,C0015967,Fever,0.0371
DB00899,C0016382,Flushing,0.0063
DB00899,C0018524,Hallucinations,0.0101
DB00899,C0018681,Headache,0.0406
DB00899,C0018834,Heartburn,0.0101
DB00899,C0018932,Hematochezia,0.0122
DB00899,C0018965,Hematuria,0.01
DB00899,C0019079,Hemoptysis,0.0057
DB00899,C0019080,Hemorrhage,0.0113
DB00899,C0020458,Hyperhidrosis_disorder,0.0394
DB00899,C0020461,Hyperkalemia,0.0086
DB00899,C0020538,Hypertensive_disease,0.0258
DB00899,C0020621,Hypokalemia,0.0057
DB00899,C0020649,Hypotension,0.0862
DB00899,C0026837,Muscle_rigidity,0.0565
DB00899,C0027497,Nausea,0.1775
DB00899,C0028961,Oliguria,0.0224
DB00899,C0030193,Pain,0.0479
DB00899,C0030201,"Pain,_postoperative",0.0073
DB00899,C0030554,Paresthesia,0.0067
DB00899,C0031046,Pericarditis,0.0122
DB00899,C0031350,Pharyngitis,0.0144
DB00899,C0032227,Pleural_effusion_disorder,0.0362
DB00899,C0032285,Pneumonia,0.0182
DB00899,C0032326,Pneumothorax,0.0086
DB00899,C0032787,Postoperative_complications,0.0232
DB00899,C0033774,Pruritus,0.0297
DB00899,C0034063,Pulmonary_edema,0.0053
DB00899,C0035078,Kidney_failure,0.0117
DB00899,C0035508,Rhonchi,0.0143
DB00899,C0036572,Seizures,0.013
DB00899,C0036973,Shivering,0.0293
DB00899,C0038450,Stridor,0.0104
DB00899,C0038990,Sweating,0.0394
DB00899,C0039231,Tachycardia,0.0213
DB00899,C0040034,Thrombocytopenia,0.0122
DB00899,C0042510,Ventricular_fibrillation,0.0108
DB00899,C0042963,Vomiting,0.1046
DB00899,C0080274,Urinary_retention,0.0086
DB00899,C0085593,Chills,0.0278
DB00899,C0085614,First_degree_atrioventricular_block,0.0122
DB00899,C0085631,Agitation,0.0116
DB00899,C0151517,Complete_atrioventricular_block,0.0111
DB00899,C0151636,Premature_ventricular_contractions,0.0086
DB00899,C0151744,Myocardial_ischemia,0.0252
DB00899,C0234238,Ache,0.0113
DB00899,C0235063,Respiratory_depression,0.019
DB00899,C0242073,Pulmonary_congestion,0.0085
DB00899,C0242184,Hypoxia,0.0102
DB00899,C0342579,Electrolyte_imbalance,0.0085
DB00899,C0392618,Postoperative_infection,0.0206
DB00899,C0427086,Involuntary_movements,0.0086
DB00899,C0428977,Bradycardia,0.0308
DB00899,C0476273,Respiratory_distress,0.0111
DB00899,C0518015,Hemoglobin_measurement,0.0113
DB00899,C0547030,Visual_disturbance,0.0172
DB00899,C0851578,Sleep_disorders,0.0115
DB00899,C0855775,Pulmonary_function_test_decreased,0.019
DB00899,C0917798,Cerebral_ischemia,0.0115
DB00899,C0919726,Postoperative_hypertension,0.01
DB00899,C0948349,Respiratory_tract_congestion,0.0085
DB00899,C1141930,Post_procedural_complication,0.022
DB00899,C1321898,Blood_in_stool,0.0122
DB00899,C1328332,Procedural_hypertension,0.01
DB00899,C1443060,Feeling_abnormal,0.0699
DB00899,C1565489,Renal_insufficiency,0.0109
DB00899,C1619712,"Pain,_procedural",0.0073
DB00899,C1704431,Disorder_of_electrolytes,0.0085
DB00899,C1736186,Postoperative_shivering,0.01
DB00899,C1868855,Post_procedural_infection,0.0206
DB00899,C2830004,Somnolence,0.0122
DB00899,C3665347,Visual_impairment,0.0172
DB00900,C0000737,Abdominal_pain,0.07
DB00900,C0011603,Dermatitis,0.0725
DB00900,C0011991,Diarrhea,0.2075
DB00900,C0015230,Exanthema,0.0725
DB00900,C0030305,Pancreatitis,0.036
DB00900,C0031117,Peripheral_neuropathy,0.105
DB00900,C0033774,Pruritus,0.0725
DB00900,C0235031,Neurologic_symptoms,0.1575
DB00900,C0442874,Neuropathy,0.1575
DB00900,C0687713,Gastrointestinal_pain,0.07
DB00904,C0003467,Anxiety,0.0489
DB00904,C0003811,Cardiac_arrhythmia,0.0005
DB00904,C0004093,Asthenia,0.0613
DB00904,C0006266,Bronchospasm,0.008
DB00904,C0008031,Chest_pain,0.0126
DB00904,C0009806,Constipation,0.0352
DB00904,C0011991,Diarrhea,0.0927
DB00904,C0012833,Dizziness,0.0481
DB00904,C0013144,Drowsiness,0.1187
DB00904,C0013384,Dyskinetic_syndrome,0.0008
DB00904,C0013428,Dysuria,0.0183
DB00904,C0015672,Fatigue,0.0613
DB00904,C0015967,Fever,0.0489
DB00904,C0016382,Flushing,0.005
DB00904,C0017411,Female_genital_diseases,0.0638
DB00904,C0018681,Headache,0.1368
DB00904,C0019521,Hiccough,0.0005
DB00904,C0020649,Hypotension,0.0251
DB00904,C0026650,Movement_disorders,0.001
DB00904,C0026858,Musculoskeletal_pain,0.106
DB00904,C0030193,Pain,0.0171
DB00904,C0030554,Paresthesia,0.0101
DB00904,C0033774,Pruritus,0.0272
DB00904,C0036572,Seizures,0.001
DB00904,C0036973,Shivering,0.062
DB00904,C0043250,Injury_wounds,0.2013
DB00904,C0043352,Xerostomia,0.01
DB00904,C0080274,Urinary_retention,0.0358
DB00904,C0085593,Chills,0.062
DB00904,C0085631,Agitation,0.0489
DB00904,C0085637,Oculogyric_crisis,0.0005
DB00904,C0151735,Injection_site_reaction,0.0271
DB00904,C0151766,Liver_function_tests_abnormal_finding,0.0005
DB00904,C0231218,Malaise,0.0613
DB00904,C0234192,Cold_sensation,0.0155
DB00904,C0234215,Sensory_discomfort,0.0613
DB00904,C0242184,Hypoxia,0.0775
DB00904,C0392156,Akathisia,0.02
DB00904,C0393593,Dystonia_disorders,0.0102
DB00904,C0428977,Bradycardia,0.0289
DB00904,C0520887,St_segment_depression_(finding),0.0005
DB00904,C0541819,Burning_rectal,0.01
DB00904,C0541919,Dystonic_reaction,0.0102
DB00904,C0549386,Sensation_of_warmth,0.01
DB00904,C0877303,Post_procedural_pain,0.0149
DB00904,C0877359,Increased_liver_function_tests,0.0005
DB00904,C1443060,Feeling_abnormal,0.0613
DB00904,C1619712,"Pain,_procedural",0.0149
DB00904,C2047937,Ill-defined_disease,0.0613
DB00904,C2242737,Anorectal_discomfort,0.01
DB00904,C2830004,Somnolence,0.1187
DB00904,C2939147,Feels_hot,0.005
DB00905,C0004093,Asthenia,0.0113
DB00905,C0004095,Asthenopia,0.0145
DB00905,C0005741,Blepharitis,0.0203
DB00905,C0005747,Blepharospasm,0.001
DB00905,C0009443,Common_cold,0.001
